46,44,45,15,50,36,32,42,43,51
46,17,51,55,21,43,4,54,45,50
46,44,6,51,24,59,41,9,48,50
46,17,27,23,8,4,18,3,2,55
17,4,52,43,53,23,46,44,45,37
46,17,30,16,50,41,38,48,49,2
44,4,52,45,42,53,16,29,36,34
44,4,52,18,43,32,49,34,48,45
17,44,19,57,47,15,20,13,46,38
17,4,52,44,45,19,42,50,49,60
44,17,16,51,31,58,57,54,34,25
46,44,27,55,48,15,58,11,49,38
46,4,52,34,1,13,40,43,28,25
17,4,52,48,42,44,18,57,59,50
17,46,50,3,1,29,60,59,15,27
17,46,3,36,31,42,15,39,37,2
17,4,52,50,58,47,46,31,54,60
17,46,4,16,53,36,27,29,18,49
46,17,36,30,53,38,50,54,44,60
44,4,52,15,45,59,34,28,29,9
44,46,36,45,16,27,58,4,32,48
46,4,52,57,27,15,53,47,21,16
46,17,52,50,38,15,60,55,58,41
44,46,50,15,42,48,39,16,55,49
44,52,4,15,39,40,43,41,60,54
17,4,52,43,51,59,10,48,58,3
46,4,52,43,15,22,47,16,59,28
46,17,36,38,48,44,16,29,54,6
44,52,4,15,57,39,55,43,28,29
44,17,40,9,16,22,6,59,55,1
46,52,4,43,14,53,15,20,49,9
44,17,30,4,11,51,25,43,27,22
17,4,52,59,58,54,31,45,25,39
17,46,44,43,57,36,3,55,48,15
46,52,4,43,29,49,24,39,45,50
44,4,52,50,58,27,5,55,15,32
17,52,4,39,30,16,25,9,46,51
44,4,52,32,28,42,1,43,54,50
46,4,52,43,15,32,50,5,25,18
17,46,51,57,50,15,20,43,27,48
44,46,36,15,6,22,14,32,42,40
44,17,50,36,1,9,60,42,55,7
44,46,47,21,32,16,53,15,60,28
44,46,36,25,49,39,30,15,34,48
46,4,52,47,58,27,26,53,50,15
46,4,52,49,45,13,29,30,57,41
44,4,52,43,58,51,38,39,42,59
17,44,22,54,50,47,39,52,1,53
17,4,52,55,51,54,6,20,44,48
46,52,4,58,39,49,60,27,16,48
44,4,52,18,58,50,38,53,15,59
46,17,36,45,16,2,50,54,29,15
46,52,4,40,58,49,50,53,38,47
17,44,27,22,9,48,1,37,52,45
46,17,16,15,43,39,1,27,51,54
17,46,27,57,16,34,31,20,55,28
46,44,57,27,9,59,42,45,58,50
46,17,45,36,50,30,25,29,18,57
46,4,52,58,42,47,9,43,39,25
17,4,52,41,53,55,15,47,54,3
17,46,45,57,36,58,60,19,23,30
44,4,52,53,48,60,43,49,14,59
17,44,39,52,48,54,42,9,19,24
46,4,52,15,45,58,9,57,43,35
44,52,4,45,57,1,15,13,43,33
17,46,36,55,50,15,43,1,2,45
46,52,4,57,18,43,45,59,16,44
46,44,18,50,41,48,32,43,25,34
17,46,23,47,27,50,39,54,40,18
46,17,30,52,11,25,15,23,4,37
17,52,4,58,41,25,51,54,55,15
44,46,48,51,34,6,9,49,28,47
17,52,4,53,45,55,50,31,3,58
46,52,4,15,51,57,43,58,18,41
46,17,36,50,51,55,42,45,54,25
44,17,34,39,9,57,28,29,20,42
44,4,52,43,51,39,58,57,59,15
46,44,36,27,39,1,45,15,30,34
46,4,52,60,43,45,30,54,25,33
17,4,52,54,38,55,36,49,45,53
44,17,28,57,50,46,48,27,38,37
44,4,52,57,29,58,27,48,42,16
17,4,52,51,43,11,59,57,49,46
17,52,4,47,53,48,50,2,31,57
46,4,52,15,25,54,30,60,55,44
17,46,57,4,11,55,27,51,8,1
44,4,52,32,11,47,15,1,28,59
17,46,15,49,51,29,9,52,53,2
44,4,52,28,43,59,30,24,48,6
44,4,52,57,45,39,53,28,27,49
46,52,4,45,39,57,60,27,53,15
46,44,54,55,6,36,48,60,28,58
44,46,36,30,1,18,47,48,25,57
46,4,52,58,57,43,9,15,49,24
44,4,52,25,9,45,43,47,16,15
17,4,52,53,39,50,48,49,58,55
17,44,13,25,19,42,30,48,20,60
17,4,52,11,44,30,50,55,54,2
17,4,52,53,50,59,44,48,42,33
46,17,30,57,51,52,25,50,41,58
