17,36,57,64,53,13,9,37,23,4
32,57,23,36,62,58,15,59,64,56
32,23,56,62,55,58,57,64,41,34
23,62,9,17,50,49,21,36,14,26
32,56,17,55,50,49,21,33,22,4
56,36,57,64,55,58,59,49,62,50
23,55,56,17,49,50,58,15,21,41
9,13,32,17,37,50,2,10,49,33
17,36,64,57,9,13,37,53,23,14
36,32,64,57,62,15,41,58,3,61
17,55,56,36,49,50,23,14,21,26
32,17,55,56,62,49,50,58,59,15
14,17,32,23,15,20,41,3,62,58
57,64,23,32,62,15,3,58,41,59
25,18,36,17,62,15,58,3,41,26
55,17,36,32,56,58,57,64,14,26
55,56,23,14,15,17,3,26,25,8
57,56,64,17,55,58,62,59,49,50
36,57,56,55,11,64,62,61,41,16
36,23,56,55,62,50,49,58,59,41
36,23,57,32,64,55,56,61,58,41
25,55,56,17,58,62,59,15,41,3
57,17,32,62,64,55,56,58,41,11
17,36,56,55,62,58,59,63,60,46
17,23,36,32,62,15,58,41,11,59
57,64,32,17,55,56,58,61,59,49
23,36,17,57,64,56,55,59,61,58
32,56,36,23,50,49,62,58,55,59
57,62,17,64,5,49,50,61,43,36
17,64,56,57,55,58,62,15,41,59
62,17,57,64,49,50,23,14,11,26
55,56,36,57,15,49,50,62,64,58
56,36,55,17,15,58,14,26,5,3
17,23,56,36,20,5,11,62,43,15
32,23,36,17,62,15,58,59,20,3
23,32,57,56,50,49,62,58,15,59
36,57,62,32,64,24,29,34,3,15
32,17,55,56,62,15,41,58,3,59
36,23,4,33,62,58,15,20,59,5
62,55,32,56,58,57,64,59,61,41
17,36,56,55,11,26,14,23,62,18
36,23,17,57,49,50,11,21,14,20
32,36,57,55,15,23,17,14,3,26
32,23,36,17,11,20,41,21,65,14
64,23,36,57,49,50,20,11,17,14
36,32,17,57,34,29,24,46,28,19
32,36,9,13,37,50,2,22,29,49
18,25,32,17,15,58,59,3,26,56
55,4,33,62,22,13,9,52,37,53
55,23,17,32,62,49,50,15,14,36
17,55,23,36,56,62,15,58,50,49
32,36,57,56,49,50,15,23,17,14
55,17,23,36,11,20,16,15,59,62
55,56,14,62,49,50,21,18,8,25
36,18,32,25,11,20,53,9,13,37
36,55,32,23,20,40,11,62,1,5
57,64,55,32,56,62,58,59,41,34
9,13,32,17,37,51,6,53,33,52
23,13,9,17,37,53,51,6,52,4
56,23,36,17,58,62,55,59,15,41
56,23,17,36,62,58,55,15,59,49
17,32,55,57,49,50,62,58,21,59
17,23,25,18,62,15,58,59,41,55
17,36,57,64,11,15,49,50,14,31
17,18,25,55,58,56,15,62,41,43
36,62,32,23,49,50,11,21,20,17
25,18,23,17,58,59,15,26,20,22
18,25,23,62,17,14,26,3,8,28
36,17,32,23,20,11,40,16,43,1
23,55,56,36,11,43,17,14,62,21
18,25,4,33,22,52,53,37,9,13
32,55,56,17,15,58,59,3,23,14
32,56,55,17,50,49,58,23,14,21
36,23,17,57,64,55,56,58,61,59
56,55,32,17,62,11,26,14,23,8
32,23,17,36,49,50,21,14,33,4
55,56,17,36,49,50,58,59,21,15
64,32,57,23,11,24,1,62,29,34
55,56,36,32,50,49,21,33,4,22
64,23,36,57,11,16,20,5,17,14
36,17,23,32,15,14,3,26,58,18
17,32,62,23,49,50,21,33,4,22
4,33,32,56,55,58,59,62,57,22
57,23,32,17,20,64,16,62,50,1
17,33,36,23,22,4,53,52,9,37
32,36,57,17,24,34,29,15,3,28
17,23,62,32,2,24,10,33,13,9
17,36,23,57,62,15,58,59,14,26
36,55,56,23,58,62,57,59,64,60
17,23,32,36,62,15,58,59,41,16
23,25,55,56,58,59,57,64,62,41
9,13,62,32,37,53,6,33,4,22
32,36,55,56,49,50,62,58,59,15
17,32,36,23,11,20,5,43,41,34
36,17,57,32,15,59,3,58,41,23
36,17,62,23,20,11,14,2,10,47
13,9,36,32,51,37,6,48,2,10
32,13,9,36,37,51,6,53,4,33
36,57,17,56,62,58,15,59,55,41
32,9,36,13,15,3,14,17,23,62
