3,38,34,24,32,18,36,19,58,59
57,59,34,3,38,28,32,19,24,29
62,32,3,34,38,24,28,58,19,15
28,38,49,24,3,8,58,32,27,29
28,32,24,38,59,3,18,29,58,27
38,32,28,34,3,18,19,58,24,59
28,3,38,34,32,24,59,29,58,19
38,32,24,3,29,19,27,15,28,26
63,64,38,3,28,32,24,34,58,27
39,38,28,59,34,3,24,32,58,18
3,38,24,29,58,19,28,59,32,8
38,3,34,28,59,58,19,15,24,27
32,38,29,28,58,3,19,24,59,31
57,38,28,3,32,24,59,58,34,29
39,65,38,28,3,32,34,58,29,24
39,49,38,3,28,32,24,34,58,59
38,3,28,24,32,34,29,58,59,27
3,38,28,29,32,24,59,19,58,34
38,3,28,32,19,24,34,29,59,25
3,38,32,29,24,59,17,28,58,34
38,3,24,32,28,29,34,27,58,15
38,28,3,34,24,19,58,15,27,32
38,32,28,58,59,24,3,26,27,34
64,38,24,3,29,58,34,27,28,32
64,38,3,28,34,32,24,59,29,58
28,3,34,38,59,15,32,29,27,58
57,3,38,29,34,32,28,25,58,24
54,38,32,28,58,27,3,18,34,31
3,28,38,32,58,19,27,15,31,24
64,38,28,3,29,19,34,24,25,8
62,38,3,28,32,34,59,29,15,58
39,38,3,32,29,28,34,58,19,27
38,28,32,3,29,59,24,34,58,27
38,28,3,24,59,19,58,32,27,31
38,28,32,34,59,19,15,24,3,25
62,64,28,38,3,58,34,32,29,27
38,3,28,32,29,24,59,34,58,15
39,57,64,3,38,28,24,32,58,34
38,3,32,28,59,24,34,19,58,29
62,38,3,32,28,34,24,58,19,59
3,38,32,28,29,24,58,34,27,59
64,3,34,28,38,19,32,18,15,58
38,28,32,24,3,58,29,34,59,27
34,3,38,28,32,58,29,27,24,59
57,64,28,38,29,27,3,32,18,24
63,38,3,32,28,24,34,58,59,19
38,3,28,32,24,59,58,34,8,31
38,28,3,32,27,34,15,24,29,58
64,28,3,24,38,32,34,27,19,58
38,28,34,3,24,32,58,29,27,23
57,38,28,3,32,24,34,58,27,29
38,28,3,32,34,29,24,59,58,31
3,38,32,34,28,59,24,58,29,15
38,28,3,32,29,24,49,34,19,58
38,3,32,28,34,24,58,19,59,31
39,38,28,3,29,32,24,58,27,59
28,32,3,38,58,27,24,19,29,15
39,38,59,32,28,15,3,29,58,24
28,38,32,24,3,29,58,59,34,18
38,3,49,28,24,34,59,19,27,32
38,28,58,29,59,8,3,27,32,19
3,24,38,32,27,58,19,29,15,28
62,65,3,28,38,24,19,34,32,8
39,38,28,3,58,24,32,34,19,59
38,32,3,24,59,27,15,58,29,28
57,38,32,27,34,28,3,24,58,15
57,63,3,38,32,28,8,29,19,58
49,28,3,38,24,34,58,32,27,59
57,3,28,38,32,34,15,18,29,58
38,3,28,32,34,24,19,29,58,18
39,38,3,28,32,29,58,24,34,27
38,3,32,28,24,19,58,34,29,59
32,38,27,31,58,3,34,19,29,28
64,38,28,24,34,29,32,3,15,27
38,3,28,34,32,58,29,24,59,15
38,3,28,34,32,58,59,24,27,29
38,3,24,28,32,29,34,19,25,31
63,38,28,34,29,24,32,59,58,15
57,64,38,3,28,32,24,34,58,49
38,32,28,3,34,59,27,29,24,19
3,32,38,24,15,29,28,18,58,31
38,3,28,24,32,29,59,58,34,15
3,38,28,34,24,29,58,32,59,19
38,3,28,24,19,32,29,58,15,31
3,32,38,28,24,58,34,29,59,15
64,38,28,3,32,34,24,59,58,27
3,38,28,24,58,49,32,34,8,59
32,38,28,34,29,19,3,27,58,15
38,28,34,3,32,24,19,29,59,8
28,3,38,19,58,32,24,27,59,29
3,38,32,58,19,28,34,59,27,15
62,3,38,32,24,29,27,28,58,19
57,38,3,28,32,49,59,24,27,58
39,38,28,3,32,58,34,59,29,14
3,32,38,28,34,29,19,24,58,31
62,38,3,28,32,34,31,58,59,24
38,3,28,58,24,32,15,34,59,19
49,3,38,28,24,58,59,32,23,29
39,3,38,32,58,29,28,19,27,24
38,3,24,28,32,58,27,15,19,59
